,allies,bf (beta),c,c#,c++,clojure,coffeescript,collections,comments,crystal,dart,elixir,elm (beta),erlang (beta),f#,followers,following,fortran (beta),go,groovy (beta),haskell,honor,java,javascript,julia (beta),kotlin (beta),kumite,leaderboard position,lua (beta),most recent,nasm (beta),nim (beta),objective-c (beta),ocaml (beta),php,powershell (beta),purescript (beta),python,r (beta),rank,ruby,rust,scala (beta),shell,solidity (beta),sql,swift,total completed kata,total languages trained,translations,typescript,username,github,linkedin,time
2547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,403.0,0.0,264.0,0.0,0.0,1.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,developess,https://github.com/developess,,426
2548,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,agushasok,,,0
2549,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,suvsh,,,0
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2324.0,0.0,2637.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,2.0,2.0,0.0,jistjoalal,https://github.com/jistjoalal,,30
2551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,fscofield,https://github.com/fscofield,,61
2552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,freezebits,,,31
2553,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,36.0,895.0,0.0,671.0,0.0,0.0,1.0,0.0,0.0,Rust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,4.0,0.0,109.0,0.0,2.0,0.0,0.0,0.0,94.0,8.0,0.0,8.0,vokar97,https://github.com/vokar97,,640
2554,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,skywalker1729,,,212
2555,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,361.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,C#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,ReneFerwerda,,,549
2556,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,muramasa,,,0
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,143.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,thiagopelizoni,https://github.com/thiagopelizoni,https://www.linkedin.com/in/thiagopelizoni/,1249
2558,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,maxis42,https://github.com/maxis42,,0
2559,269.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,271.0,0.0,0.0,0.0,0.0,2195.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,Ruby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4368.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,0.0,0.0,DevPatel,https://github.com/pateldd1,https://www.linkedin.com/in/dev-patel22/,485
2560,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,542.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Ruby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,0.0,0.0,domanhtien2011,https://github.com/domanhtien2011,,641
2561,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,588.0,0.0,749.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,heliocorreia,https://github.com/heliocorreia,,517
2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5200.0,0.0,2080.0,0.0,0.0,1.0,499.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7558.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,364.0,6.0,0.0,0.0,Zeor,,,215
2563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,107.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Haskell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,Pluralia,,,31
2564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,7571.0,0.0,4080.0,0.0,0.0,2.0,277.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,2.0,0.0,0.0,yaphi1,,,1584
2565,242.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,242.0,245.0,0.0,2.0,0.0,4341.0,1998.0,196.0,863.0,0.0,0.0,0.0,0.0,0.0,Haskell,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1489.0,11.0,0.0,2.0,0.0,2.0,2.0,107.0,32.0,0.0,2.0,airt,https://github.com/airt,,1280
2566,6.0,0.0,1501.0,0.0,0.0,2.0,0.0,2.0,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,14.0,0.0,0.0,0.0,13504.0,44860.0,5.0,48562.0,0.0,0.0,821.0,13.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.0,2.0,0.0,0.0,18.0,0.0,106.0,0.0,4144.0,9.0,186.0,0.0,JohanWiltink,https://github.com/JohanWiltink,,913
2567,63.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,misakio_o,,,761
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,hamstercat007,https://github.com/hamstercat007,,670
2569,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,这么丰富又有内涵的名字也只有进击的九零后才想得出来,,,184
2570,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,rafat997,,,306
2571,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,FrankDeSatiro,,,30
2572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haskell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,sharoukin,https://github.com/sharoukin,,640
2573,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,206.0,0.0,0.0,0.0,0.0,1706.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,22.0,0.0,538.0,4.0,0.0,0.0,Theodore Anderson,https://github.com/andersontr15,,1065
2575,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,73.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,JDev,,,334
2576,45.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,0.0,0.0,0.0,4.0,1233.0,253.0,4.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,105.0,0.0,169.0,8.0,0.0,0.0,gdebenito,https://github.com/gdebenito,,579
2577,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,xxkennyxu,,,0
2578,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1617.0,40.0,2250.0,0.0,0.0,3.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,4.0,2.0,0.0,Ismail,https://github.com/Liamsi,,641
2579,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,Sourabh,,,0
2580,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,670.0,0.0,0.0,0.0,0.0,2739.0,0.0,4925.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,2.0,1029.0,0.0,0.0,0.0,0.0,2.0,0.0,145.0,4.0,0.0,0.0,jeffrey04king,,,518
2581,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,254.0,0.0,0.0,0.0,32.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,2.0,0.0,0.0,govnukk,https://github.com/Flexxxovich,,457
2582,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,32.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haskell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,ZozozoZoey,https://github.com/zozozoeyc,,92
2583,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TypeScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,12.0,Melmoth-the-Wanderer,https://github.com/Melmoth-the-Wanderer,,546
2584,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,341.0,0.0,0.0,0.0,0.0,823.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,2.0,0.0,0.0,samsonyuwono,https://github.com/samsonyuwono,,640
2585,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0,201.0,3.0,179.0,0.0,0.0,0.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,solomonhit,https://github.com/solomonhit,,700
2586,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,cameronk,https://github.com/cameronk,,30
2587,99.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,0.0,0.0,0.0,0.0,539.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,alchemy,https://github.com/nathandoctor,,2221
2588,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,iyool,https://github.com/iyool,,700
2589,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,0.0,wki,https://github.com/wki,,182
2590,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,352.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,alex98chen,https://github.com/alex98chen,,92
2591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,Substitute59,https://github.com/Substitute59,,92
2592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,AlineKangaroo,https://github.com/AlineKangaroo,,214
2593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,47.0,134.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,aaronmcdaid,https://github.com/aaronmcdaid,https://www.linkedin.com/in/aaron-mcdaid-0573ab21,123
2594,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,5.0,0.0,0.0,0.0,0.0,14188.0,0.0,22069.0,0.0,0.0,303.0,98.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,995.0,4.0,0.0,3.0,evk,,,1004
2595,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,39.0,0.0,0.0,0.0,0.0,632.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,0.0,0.0,akhmadullinr,https://github.com/akhmadullinr,,488
2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,totomurdoch48,,,31
2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,Wishnia,,,0
2598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2335.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3036.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,kvyr,,,365
2599,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,BloodyIce,,,0
2600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,575.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,CodeyNovice,,,212
2601,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,xXxGingerxXx,,,61
2602,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,85.0,0.0,0.0,0.0,0.0,633.0,0.0,474.0,0.0,0.0,1.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,egeapak,https://github.com/egeapak,,274
2603,572.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,577.0,0.0,0.0,0.0,6.0,2876.0,0.0,510.0,0.0,0.0,6.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.0,0.0,8.0,2468.0,0.0,0.0,0.0,0.0,4.0,0.0,650.0,7.0,0.0,0.0,beaugaines,https://github.com/beaugaines,,1826
2604,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,abhishek7860,https://github.com/Abhishek7860,,61
2605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,DoubleG,https://github.com/2xG,,485
2606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,orge,,,0
2607,327.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,327.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,Yomain,,,31
